"MM33"	"MM42"	"MM23"	"MM41"	"MM32"	"MM39"	"MM9"	"MM38"	"MM6"	"MM3"	"MM14"	"MM15"	"MM13"	"MM24"	"MM4"	"MM40"	"MM19"	"MM20"	"MM28"	"MM25"	"MM17"	"MM1"	"MM35"	"MM26"	"MM16"	"MM29"	"MM10"	"MM7"	"MM21"	"MM2"	"MM5"	"MM18"	"MM8"	"MM34"	"MM22"	"MM31"	"MM27"	"MM37"	"MM30"	"MM11"	"MM36"	"MM12"	"MM45"	"MM43"	"MM44"
"3993340"	1	3	1	1	0	0	1	5	0	1	1	0	0	0	2	3	0	1	0	2	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	5	0	0	1	0	0	0	1
"318184"	10	4	8	18	4	12	6	17	6	6	5	9	2	4	5	6	4	0	12	1	1	3	5	2	2	2	1	2	1	5	5	8	3	11	2	10	1	12	1	6	7	1	6	4	3
"321885"	6	11	4	12	4	18	8	9	4	6	6	2	3	1	3	14	2	1	5	4	2	4	4	3	2	1	6	11	1	11	1	13	2	10	1	4	2	16	6	2	13	1	24	18	19
"4316443"	3	1	0	3	2	6	0	2	0	1	2	2	0	0	3	3	0	0	0	0	2	2	2	0	0	0	0	3	0	1	0	4	3	2	1	5	0	1	0	0	2	1	4	2	2
"4460229"	0	1	0	1	0	5	2	1	1	0	0	0	0	1	0	4	3	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	2	0	5	1	0	3	1	0
"248146"	1	0	0	1	0	4	1	0	3	1	2	0	1	0	0	2	1	0	0	0	1	0	3	0	1	0	0	1	0	2	1	0	0	1	0	3	0	3	0	0	0	1	1	2	0
"3658133"	0	0	3	0	0	0	2	1	7	1	8	2	0	0	3	0	4	0	0	0	0	1	2	0	0	0	0	2	0	1	6	0	0	0	0	1	0	2	0	2	2	0	2	0	0
"4402862"	1	6	4	3	2	13	2	7	2	6	4	2	1	1	6	6	1	2	1	2	2	5	5	0	2	1	4	4	1	4	4	3	0	4	2	10	1	7	0	1	5	2	3	4	5
"1896092"	1	1	1	2	0	1	1	2	0	1	1	0	1	0	2	1	3	1	2	3	2	1	0	0	1	0	1	0	0	2	0	0	1	2	1	3	0	0	1	1	0	1	1	0	0
"3205243"	2	12	2	2	3	11	4	4	5	3	6	1	3	0	3	11	4	2	0	1	2	3	8	2	5	1	0	6	6	11	12	1	1	3	1	12	2	7	0	1	6	6	6	13	3
"591358"	14	14	9	4	7	15	17	5	20	11	3	8	27	10	7	6	13	25	28	7	5	12	16	12	9	16	10	14	13	8	16	13	15	47	6	23	1	16	6	9	10	20	9	31	13
"200854"	0	0	0	3	0	1	1	2	1	2	3	0	0	0	2	6	1	1	0	0	1	0	0	0	0	1	0	4	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2
"585097"	0	6	5	4	3	7	4	6	8	12	8	3	0	3	20	21	2	1	2	1	0	4	4	4	1	3	4	15	2	18	4	3	1	2	1	7	3	9	1	4	8	3	23	4	3
"1146704"	6	57	8	32	5	86	22	48	46	27	48	10	7	7	44	46	8	8	15	7	8	15	9	5	15	16	14	84	4	40	26	2	5	20	10	36	5	78	9	9	57	6	52	25	62
"1148343"	0	3	4	2	1	1	5	2	7	2	7	1	2	1	9	0	0	3	3	3	0	4	1	2	2	0	1	9	1	5	2	0	3	0	2	6	0	1	1	5	1	3	1	0	0
"1013500"	3	1	0	3	3	3	0	2	4	1	1	1	0	1	1	0	1	0	3	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	3	2	3	0	0	2	0	3	1	3
"4333971"	0	2	0	1	0	1	0	3	1	2	2	0	0	0	0	10	1	0	1	0	0	1	0	0	0	0	0	2	0	1	2	0	0	0	0	1	0	0	0	0	0	0	2	0	2
"1029858"	0	0	0	0	0	1	1	1	5	2	8	1	0	0	1	0	0	4	0	1	2	1	0	0	1	0	1	1	1	0	2	0	0	0	0	0	1	1	3	6	1	0	1	4	1
"279203"	4	1	0	0	0	0	0	0	1	0	0	3	1	3	3	0	0	0	1	0	1	0	0	1	0	4	1	0	0	2	1	1	4	1	1	3	0	2	0	1	1	1	0	2	0
"210832"	0	2	1	6	0	0	0	0	1	2	0	1	0	0	0	2	3	3	3	1	1	2	3	1	1	2	1	1	0	0	2	0	2	0	1	1	0	3	0	0	3	2	0	2	1
"218719"	0	0	2	0	0	3	1	0	0	0	1	2	1	1	0	1	0	1	1	0	0	1	3	0	0	0	0	0	1	1	0	0	0	0	0	1	0	3	0	0	0	0	0	2	0
"278656"	0	2	0	1	0	1	1	3	2	4	3	0	0	0	0	6	0	0	0	0	0	3	3	0	0	0	1	1	0	1	3	1	1	1	1	3	1	6	3	2	3	0	3	2	1
"268742"	1	9	0	6	2	12	2	11	2	4	8	1	0	0	6	9	1	1	2	0	0	0	3	0	0	0	0	5	3	3	5	1	0	0	0	8	0	10	2	0	13	0	10	4	5
"820036"	3	8	1	1	0	0	2	9	3	3	6	4	1	0	0	0	0	4	3	0	0	0	2	0	2	0	2	3	0	0	0	0	0	1	0	2	0	3	0	0	1	0	0	0	0
"4357613"	2	10	3	5	0	5	1	2	1	4	8	0	1	1	6	5	0	1	3	3	0	2	0	1	0	0	1	4	0	2	3	1	1	0	0	0	0	4	0	1	2	3	1	3	1
"3087744"	1	2	0	5	0	0	1	6	0	0	3	0	0	0	4	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	1	0	0	0	1	0	0	0	0	1
"4391730"	0	2	1	1	0	0	0	0	0	0	3	0	0	0	2	3	1	2	1	0	0	0	2	2	0	0	0	0	1	1	1	1	1	0	1	0	1	0	0	0	0	2	0	0	0
"4452696"	2	6	2	7	2	5	1	1	3	1	3	2	1	0	0	5	1	3	1	4	3	4	0	0	1	0	3	2	0	3	2	2	1	0	0	2	0	3	0	0	2	0	1	1	2
"2679700"	0	0	1	0	0	0	1	0	5	0	4	0	2	0	1	0	0	5	1	0	0	0	0	0	0	0	0	3	0	1	0	1	0	1	0	1	0	1	0	0	2	0	1	0	2
"4474906"	3	3	4	2	8	2	6	6	1	4	5	3	6	6	0	8	10	4	8	4	5	4	0	3	0	4	4	2	3	3	5	4	2	4	7	1	3	0	5	4	1	3	0	4	0
"227534"	2	4	3	3	4	1	8	6	5	9	1	4	7	6	4	6	8	6	8	7	2	7	0	17	4	2	21	5	11	6	14	6	4	14	6	4	5	0	2	2	1	5	0	0	1
"990234"	8	34	18	16	11	12	11	35	18	22	37	7	9	5	12	42	16	19	11	13	10	37	2	13	10	9	26	15	23	17	29	15	13	18	8	5	4	3	12	8	2	9	4	0	4
"1681404"	0	5	2	0	3	2	0	5	2	4	6	0	3	6	5	8	3	3	2	3	5	3	2	7	1	6	7	6	1	2	5	1	1	0	2	1	2	1	2	3	0	1	0	0	1
"1147330"	0	7	2	2	2	2	4	8	1	3	6	1	2	3	6	8	2	1	1	2	5	18	0	7	4	2	5	2	6	5	5	11	0	3	1	1	7	0	1	2	0	8	5	5	1
"51778"	6	7	6	9	5	1	5	8	15	10	3	7	11	3	6	12	9	3	8	8	2	12	0	14	2	6	12	3	12	13	18	6	4	4	2	0	2	0	12	4	0	6	2	0	0
"842108"	1	4	1	1	5	0	3	1	1	5	2	2	0	0	1	5	5	3	2	2	0	3	0	3	2	2	4	2	5	6	3	4	0	2	3	1	2	0	2	2	1	4	0	0	0
"220676"	0	1	4	2	0	0	0	9	0	1	4	0	0	2	4	6	1	2	0	2	0	1	0	2	2	1	2	0	1	6	5	2	0	1	1	0	2	0	0	5	0	1	0	0	0
"868555"	0	12	1	3	1	1	4	7	9	6	10	5	1	2	2	8	5	1	2	2	3	7	0	0	3	5	20	2	5	11	10	4	12	6	3	0	4	0	0	5	0	5	0	0	0
"4320960"	1	3	1	1	0	0	1	4	3	0	1	1	0	0	0	4	1	0	0	0	0	0	0	2	0	0	3	0	0	3	4	1	2	3	0	0	0	0	4	0	0	0	0	0	0
"940630"	2	3	5	7	3	2	3	13	16	13	6	5	4	1	10	13	2	3	10	4	4	13	0	0	2	7	15	4	1	16	12	6	3	2	1	0	1	0	4	4	0	4	2	0	0
"972396"	0	1	1	1	1	0	1	2	1	0	0	1	0	0	3	4	1	1	1	0	0	2	0	1	1	2	3	0	1	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
"1014513"	4	8	4	10	1	0	5	5	3	4	9	5	3	7	4	11	0	1	2	5	4	7	0	2	3	2	7	5	3	8	5	4	2	4	1	2	1	0	2	3	1	3	0	1	0
"880673"	7	7	4	14	12	0	1	4	5	3	2	5	7	1	2	5	2	2	5	3	3	2	0	0	4	1	5	4	3	3	0	1	5	4	0	0	4	0	1	1	0	3	1	0	0
"561727"	4	1	5	1	3	0	0	0	0	0	1	0	6	1	3	1	2	0	3	1	3	3	0	0	1	0	4	0	1	1	0	4	6	0	0	0	1	0	5	3	0	1	0	0	0
"2473794"	1	2	2	0	3	0	1	2	1	0	1	0	1	1	2	2	0	0	1	4	0	2	0	3	2	2	4	0	0	2	1	1	2	1	2	3	2	0	4	0	0	0	0	0	0
"4424806"	2	3	5	0	4	2	13	1	9	8	3	2	2	2	5	0	8	6	3	1	3	2	0	7	2	0	35	9	4	9	14	21	5	1	5	2	1	0	6	13	0	8	1	1	3
"1072157"	2	1	1	5	3	0	2	5	2	1	2	3	5	1	2	3	1	4	2	3	1	3	0	1	1	3	0	0	1	0	2	0	2	0	2	0	0	0	1	5	0	0	0	0	0
"890463"	1	0	0	1	1	0	1	3	2	2	2	0	1	0	1	1	1	0	0	0	0	1	0	5	2	0	4	1	0	1	3	6	0	0	0	0	5	0	1	1	0	3	0	0	0
"1020633"	1	5	4	3	1	4	5	3	5	5	10	2	5	1	5	7	2	10	1	3	2	3	0	1	3	4	6	4	4	7	12	7	3	5	1	2	3	0	3	2	1	1	0	1	3
"1041175"	1	3	0	2	0	0	3	3	3	4	3	1	1	1	3	2	2	4	1	1	0	4	0	2	2	1	3	2	4	0	4	2	0	0	0	0	4	2	0	4	1	1	1	0	1
"941127"	2	0	2	0	2	1	0	0	1	1	2	1	1	0	0	1	2	0	4	1	2	0	0	0	1	1	4	0	0	4	2	1	2	0	1	0	0	1	0	2	0	2	0	0	1
"516775"	2	5	4	5	0	0	0	21	9	1	11	0	0	0	1	7	0	0	6	0	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
"1701857"	5	0	2	4	2	0	2	0	1	0	2	5	0	0	0	0	3	5	5	0	2	0	1	0	3	1	0	0	0	2	1	1	2	7	0	1	2	1	0	5	0	1	0	0	0
"247301"	4	10	8	8	4	0	6	9	8	8	9	1	6	3	8	4	4	6	11	4	2	3	0	1	7	4	4	8	2	8	5	3	5	4	2	8	1	0	2	4	2	8	5	2	0
"278983"	11	8	3	10	7	28	14	14	11	11	32	1	5	0	15	7	10	5	7	1	1	5	46	2	1	10	14	24	0	23	9	2	7	6	1	35	1	14	1	13	8	5	0	31	6
"982282"	0	0	0	0	0	0	8	0	2	6	0	0	1	1	2	0	4	0	3	0	0	0	0	3	2	4	19	5	1	4	3	1	9	0	2	0	0	0	4	6	0	8	0	0	0
"862250"	0	0	3	0	0	0	0	0	8	1	0	1	1	1	2	0	1	34	7	0	7	0	0	1	2	3	8	3	1	0	8	0	1	0	0	0	0	0	0	11	0	3	0	0	2
"1003668"	0	0	1	0	0	0	6	0	5	4	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	6	20	4	0	3	3	0	0	0	0	0	0	1	1	5	0	23	0	0	0
"247867"	16	60	16	56	10	94	7	32	18	22	16	8	11	7	17	43	4	24	15	9	9	11	43	9	12	10	6	33	9	27	16	13	8	40	5	56	5	67	10	12	53	7	75	54	55
"2850541"	16	13	5	2	23	9	7	2	11	2	0	4	14	9	4	3	4	7	5	8	14	15	68	25	3	5	7	4	35	8	9	41	3	34	5	42	18	6	11	1	6	12	2	63	1
"111162"	3	10	1	8	2	4	6	2	8	6	5	8	14	3	7	10	11	7	11	3	6	5	3	3	7	7	8	5	5	11	14	8	15	10	11	5	4	8	4	8	4	0	12	1	3
"211992"	13	20	7	19	9	15	7	9	17	13	12	5	2	2	7	21	5	5	10	4	3	5	13	4	9	5	12	8	4	20	3	2	6	16	5	17	2	20	13	11	7	8	22	12	8
"568391"	5	8	5	3	1	6	1	4	1	5	0	0	0	1	3	4	2	0	4	1	2	4	2	0	0	1	1	3	0	5	3	2	0	4	0	3	2	3	2	1	4	0	1	5	4
"109707"	4	10	18	4	4	12	30	18	45	23	33	10	21	10	35	9	10	27	16	20	10	11	11	7	17	28	52	29	6	25	36	17	17	6	7	9	8	6	23	16	6	25	8	14	6
"216191"	22	114	16	21	6	142	25	56	47	32	30	5	29	10	38	71	11	22	19	44	16	36	87	20	22	18	43	46	16	59	48	25	12	34	13	118	13	117	34	17	99	38	127	225	43
"216375"	8	26	7	16	1	19	6	15	6	7	8	4	2	2	18	12	6	4	8	3	3	8	6	5	11	5	9	19	4	17	5	6	6	9	6	5	3	20	5	8	10	14	19	10	11
"65683"	25	98	32	73	28	178	35	65	46	42	60	4	15	2	35	75	11	9	37	20	19	21	63	6	15	15	15	99	6	47	31	7	13	43	6	99	4	131	11	26	95	17	167	74	117
"250291"	12	17	6	13	9	29	10	33	13	13	14	2	4	1	15	5	2	7	16	3	5	5	19	2	5	7	4	14	6	12	9	5	3	15	4	15	5	17	9	7	7	15	26	14	23
"223251"	6	7	9	14	3	15	7	7	6	3	3	4	1	0	3	10	5	6	6	5	4	1	7	2	2	5	3	6	2	13	3	4	3	8	3	3	3	3	6	3	4	5	10	9	7
"543366"	26	43	15	55	18	90	16	36	24	15	18	11	21	8	19	54	8	27	27	15	10	13	31	6	17	8	16	41	11	39	18	15	16	30	6	43	7	73	12	13	43	16	62	35	37
"915958"	6	5	5	11	2	9	2	8	6	2	2	9	4	4	3	3	3	3	15	9	0	2	5	2	6	3	5	6	1	2	1	7	5	7	4	5	5	6	3	3	2	1	4	6	6
"810371"	18	68	28	59	13	118	13	58	22	31	20	15	14	7	28	60	15	14	13	20	19	13	28	25	14	17	3	41	10	40	22	14	12	54	15	51	15	111	7	13	86	9	139	48	44
"912714"	30	73	42	99	32	82	33	41	40	36	38	21	32	14	35	79	6	32	37	14	30	22	15	12	21	7	24	72	21	41	28	22	17	51	19	65	14	49	10	12	53	11	69	20	29
"4411670"	24	74	11	28	20	74	23	52	20	22	31	1	13	7	46	119	8	10	13	27	6	17	15	11	14	9	13	53	15	28	32	13	7	18	7	62	15	56	21	15	76	15	84	65	49
"2649117"	3	1	3	1	2	0	0	1	1	1	2	0	1	2	1	1	1	1	0	0	0	0	1	2	0	1	1	1	1	2	1	0	3	0	0	1	0	0	0	1	2	5	0	0	0
"555571"	3	8	3	5	2	17	9	7	4	6	5	2	5	0	5	6	0	1	1	4	2	3	3	3	2	1	3	15	2	10	2	2	1	3	1	8	1	15	5	0	15	1	27	15	3
"4376094"	7	20	5	9	0	46	29	15	50	31	60	11	18	7	52	41	9	17	17	11	10	38	1	4	21	10	24	43	10	35	45	9	12	9	7	16	4	33	12	24	33	18	43	10	12
"807299"	34	60	54	44	38	23	32	32	60	47	79	18	34	13	45	48	27	40	68	46	39	32	1	17	35	43	44	46	17	61	41	15	39	33	14	11	15	14	28	44	7	51	7	6	6
"218269"	2	2	3	3	1	6	2	3	3	2	3	3	2	0	0	4	1	0	1	1	0	0	2	0	2	1	0	2	0	1	1	0	0	0	0	2	0	2	0	0	1	0	10	0	5
"1111372"	21	33	27	25	22	12	22	16	24	22	16	7	24	7	15	29	15	16	17	13	12	15	6	10	12	9	18	24	9	28	20	8	22	19	7	26	11	9	19	15	7	12	24	5	8
"1140307"	2	6	2	10	4	2	3	7	1	4	3	2	3	1	7	13	2	3	6	2	1	3	1	0	3	1	5	8	0	8	3	1	4	2	2	4	3	2	0	2	2	0	14	2	3
"975164"	0	0	0	0	0	0	8	0	2	3	0	1	2	1	2	0	0	6	0	0	0	3	0	2	1	2	8	6	0	9	1	2	3	0	4	0	2	0	0	0	0	1	0	0	0
"4426791"	20	72	15	24	18	108	33	37	51	51	12	5	11	4	36	52	5	11	17	20	7	23	97	8	17	9	32	46	4	25	38	8	12	22	1	80	6	92	11	10	68	15	56	289	34
"215591"	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	2	0	1	0	0	0	2	1	0	2	0	0	0
"4352292"	14	14	19	48	19	14	32	20	31	29	20	24	17	4	28	22	16	30	32	11	19	18	5	13	15	10	18	30	16	27	26	14	29	25	8	18	6	9	5	29	8	21	20	9	3
"948049"	0	2	0	7	0	0	0	16	1	1	3	0	2	0	1	1	0	3	0	0	0	0	0	0	2	0	2	2	0	0	6	0	0	0	0	0	0	0	0	3	0	3	0	3	7
"222559"	4	1	3	0	6	6	2	0	13	5	3	3	2	2	8	2	0	1	7	5	1	3	5	0	5	2	1	9	0	1	4	2	7	7	0	4	0	5	0	2	11	3	3	8	0
"224072"	68	64	79	60	55	54	55	17	70	45	62	30	43	22	52	46	35	37	62	23	21	45	14	12	44	28	27	53	20	83	23	36	47	44	24	47	11	26	18	63	17	51	34	11	17
"4416961"	241	324	442	172	239	274	486	193	809	581	352	173	371	255	428	281	239	570	611	501	497	580	320	259	505	367	646	586	514	621	555	587	242	200	165	361	246	200	264	466	173	734	132	342	122
"223655"	22	162	145	108	11	53	249	181	366	226	404	111	214	153	315	214	136	263	179	318	281	321	7	166	216	175	256	400	248	255	376	216	109	15	123	28	196	46	153	315	62	282	52	13	58
"513586"	0	1	7	0	0	0	8	1	3	1	4	0	2	0	3	1	0	0	3	3	1	1	0	1	2	0	5	10	0	9	5	0	5	0	1	0	4	0	1	4	1	0	1	0	0
"4348103"	55	124	44	269	42	130	31	86	63	47	88	37	34	20	49	160	26	38	62	39	31	32	16	9	43	28	18	115	22	88	44	31	36	81	19	85	19	155	27	38	96	23	122	34	54
"55354"	6	12	15	15	19	16	7	2	11	6	7	3	3	0	3	13	1	4	2	1	6	1	3	1	2	1	1	7	2	8	3	1	6	14	2	6	0	5	0	12	4	3	11	2	4
"927380"	353	178	212	473	239	138	190	80	207	178	100	120	129	43	156	136	91	113	189	68	100	133	109	29	94	65	66	154	83	271	79	91	136	332	43	235	35	116	76	123	101	82	139	54	41
"4305725"	3	1	2	1	9	0	0	0	1	0	0	0	2	0	1	0	1	0	2	0	2	1	0	0	1	0	0	0	0	3	2	0	1	1	0	0	1	0	2	3	0	2	0	0	0
"207978"	2	1	4	0	3	0	1	1	0	0	0	0	1	2	2	0	0	1	7	1	3	0	0	1	0	1	0	0	0	2	0	0	4	3	1	0	1	0	0	2	0	2	0	0	0
"927060"	0	0	0	7	0	10	0	1	6	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	4	0	3	0	0
"4408112"	0	5	2	9	1	10	0	8	7	2	15	0	0	0	0	3	0	2	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	1	1	2	3	0	2	1	2
"216368"	1	4	3	0	0	0	0	5	8	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0
"217349"	2	7	0	5	1	17	0	21	8	3	12	0	0	0	1	8	0	3	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	0	3	1	1	1	0	0	0	0	1	2
"638085"	1	2	1	2	0	0	0	1	1	0	0	2	0	0	4	1	0	2	3	1	0	0	1	1	0	1	1	0	1	0	0	0	1	3	0	5	0	0	0	1	6	0	0	0	0
"238704"	4	0	1	0	10	0	0	0	0	0	0	5	2	1	2	0	2	7	1	0	0	0	0	0	1	0	0	0	0	4	0	0	4	3	1	0	0	0	0	4	0	1	0	0	0
"243064"	2	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	1	0	0	0	0	0	1	0	0	3	5	0	1	0	0	0	1	0	0	0	1	0
"518864"	3	0	1	3	1	2	0	0	0	2	0	2	0	0	1	0	2	0	1	0	0	0	10	0	1	0	0	0	3	2	0	0	0	5	0	1	0	1	0	1	0	0	0	2	0
"1800149"	3	0	1	1	3	0	1	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	1	4	0	2	0	0	1	2	0	0	2	5	0
"527968"	5	1	2	0	6	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	4	2	1	0	0	0	0	1	0	0	0	0	0
"509051"	12	0	2	0	8	0	0	0	0	1	0	5	1	3	1	0	3	0	3	0	2	0	1	0	2	1	0	0	3	2	1	0	3	12	2	0	0	0	0	1	0	6	0	0	0
"144633"	15	3	7	3	19	6	1	2	2	1	1	10	9	2	7	2	8	9	4	2	9	0	12	3	3	1	2	5	9	11	5	8	8	28	4	19	2	1	6	7	3	3	3	20	2
"204899"	20	0	17	1	25	0	2	1	2	1	2	21	12	8	9	0	19	15	7	6	5	10	9	3	16	7	5	0	9	13	2	14	13	18	15	2	5	0	18	10	0	11	0	9	1
"4409769"	0	0	6	1	1	0	1	0	1	0	2	5	2	1	1	0	0	2	2	1	6	1	0	3	6	6	0	1	0	0	1	2	0	4	4	0	1	0	1	5	0	0	1	0	0
"544014"	0	0	2	0	7	0	1	0	0	1	0	1	3	2	0	0	0	1	1	3	1	0	1	1	1	3	1	0	0	0	1	3	5	3	4	0	0	0	2	7	0	13	0	0	0
"215379"	0	0	5	1	0	6	0	2	2	1	1	0	1	0	0	0	0	2	3	0	5	2	0	1	3	0	0	0	0	2	0	0	0	1	0	0	0	2	1	2	0	0	0	0	1
"225041"	3	3	2	8	0	2	1	11	0	2	2	4	1	3	4	7	0	2	1	5	2	4	1	0	0	2	0	3	3	1	4	1	1	4	1	0	1	2	0	1	4	3	2	2	4
"588861"	0	1	1	1	0	0	1	0	0	0	5	2	5	1	2	0	1	1	3	0	1	1	0	0	0	3	1	4	3	2	2	2	0	1	0	0	1	0	0	0	0	3	2	0	0
"289530"	1	1	5	2	0	3	1	3	6	3	1	6	7	2	2	2	1	8	4	4	4	2	0	2	5	4	0	1	7	2	2	7	3	1	3	0	5	1	7	11	0	3	2	0	1
"220353"	0	1	5	0	0	0	2	3	2	5	3	2	2	1	6	1	3	0	3	2	6	2	0	3	4	4	0	1	3	2	9	2	2	0	3	0	0	1	5	4	0	0	1	0	1
"545548"	2	2	12	6	3	0	4	3	4	15	8	13	26	6	12	4	12	9	17	13	24	8	1	10	11	15	2	7	12	10	10	8	23	0	24	3	10	2	20	9	2	9	6	1	5
"311130"	1	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	0	2	0	2	0	0	0	0	0	2	1	1	1	0	0	0	1	1	0	0	1	0	0	4	0	1	1	1
"722416"	6	7	1	11	2	0	5	4	3	2	4	4	1	1	5	0	1	6	9	1	3	2	0	1	4	0	1	0	0	1	1	7	0	4	0	4	1	0	1	4	0	1	0	0	0
"549954"	6	12	6	6	7	12	1	17	10	8	9	2	1	1	3	11	0	1	10	2	0	7	1	2	1	3	3	15	7	5	2	2	4	12	1	14	0	10	0	2	12	3	7	11	3
"1133077"	0	2	0	0	2	0	2	4	3	2	1	2	3	1	4	1	1	6	0	0	1	1	0	4	0	1	3	1	0	1	0	3	2	0	0	1	2	0	3	1	0	0	0	0	0
"204422"	13	7	5	7	19	4	6	9	10	5	5	6	13	2	12	14	8	4	4	9	6	3	13	4	1	8	5	4	4	6	13	13	14	28	5	21	5	4	2	5	6	6	8	13	3
"325796"	20	17	17	4	22	6	10	11	12	10	7	1	9	6	12	5	11	1	23	14	10	13	27	3	6	8	3	5	12	14	11	14	12	21	7	48	6	13	2	4	14	2	14	64	11
"4349212"	4	6	2	4	6	1	1	7	6	6	7	0	2	0	3	4	1	3	3	0	2	0	8	3	1	4	4	2	1	1	5	5	0	8	0	10	1	0	2	4	9	0	3	8	2
"705844"	11	17	8	15	10	12	1	10	16	17	13	4	11	1	11	14	4	10	12	4	8	12	22	2	3	8	7	14	7	13	5	5	4	17	2	24	4	10	10	11	11	8	20	48	9
"106297"	22	58	21	33	30	25	10	19	22	25	13	10	8	10	20	16	11	13	27	12	19	13	33	10	7	19	13	12	16	15	14	23	14	49	10	36	11	19	13	19	14	5	34	62	14
"113170"	1	3	0	1	1	3	2	13	3	1	4	1	0	0	3	1	2	2	1	2	3	1	5	0	1	0	1	5	0	0	4	1	0	0	0	4	0	4	0	0	3	0	4	8	5
"99371"	8	21	4	19	6	7	4	19	8	9	21	3	3	5	4	27	4	5	6	3	3	13	4	2	4	6	7	16	2	14	5	2	10	11	4	12	0	9	4	3	8	6	6	5	6
"231395"	2	2	2	1	1	0	0	1	1	1	2	0	0	1	1	1	0	0	3	0	0	1	0	0	1	0	0	1	1	2	1	1	0	0	0	1	0	1	0	4	0	0	0	2	0
"2629538"	9	12	2	12	2	2	5	1	5	6	4	0	1	1	3	1	5	0	5	0	0	4	2	2	1	3	3	2	2	2	3	1	1	3	0	10	1	4	0	1	0	0	1	2	1
"710863"	7	5	2	3	7	3	1	0	0	3	6	3	2	2	3	1	0	3	4	1	0	1	1	4	2	0	0	7	3	4	2	0	1	1	0	6	0	4	0	0	3	0	4	3	0
"251412"	5	4	2	6	12	1	4	1	0	2	3	3	1	0	5	0	2	1	1	2	1	0	0	2	1	2	1	0	3	1	0	0	7	5	2	9	2	0	0	1	2	3	1	1	0
"4373725"	11	7	4	3	6	10	7	3	9	1	7	6	0	1	2	8	7	1	6	0	7	3	17	0	1	1	3	1	3	3	3	3	4	8	3	16	1	1	3	1	3	1	3	14	0
"217684"	5	5	3	3	6	3	2	3	1	2	2	2	2	1	1	0	2	6	2	2	0	4	4	1	0	0	0	0	1	3	3	6	1	6	0	8	1	1	0	2	2	0	1	7	1
"4350968"	8	9	7	10	5	2	2	1	1	0	2	0	3	1	5	1	2	1	6	2	3	1	2	0	3	0	0	2	5	4	2	5	1	3	1	5	0	0	1	2	0	5	1	0	0
"186887"	27	0	5	1	24	0	3	1	1	1	2	10	17	4	5	0	10	2	9	0	7	5	1	1	5	2	1	0	11	4	2	6	14	12	8	1	3	0	4	4	0	2	0	1	0
"261663"	37	35	38	25	28	22	19	24	24	38	22	22	25	12	25	21	12	29	27	16	21	17	67	10	15	6	18	18	20	25	28	28	22	30	8	62	3	10	13	20	23	8	16	59	15
"223752"	65	89	43	92	27	56	21	24	47	64	49	33	27	13	19	34	20	48	51	27	30	19	130	13	25	18	16	32	35	47	24	27	24	64	15	71	7	29	16	23	37	15	40	134	27
"216839"	4	0	5	3	1	6	1	4	3	4	8	0	0	2	1	1	1	3	1	3	2	2	6	0	1	1	1	3	0	5	4	4	0	3	1	12	0	2	1	9	3	6	0	9	4
"207269"	1	0	2	0	5	0	0	1	1	0	0	3	3	1	1	0	1	0	3	0	0	0	5	1	0	0	0	0	0	2	1	1	0	4	0	7	0	0	2	0	2	4	2	3	0
"571700"	22	7	10	13	11	3	0	3	9	8	3	15	11	7	11	2	1	8	14	8	10	4	4	2	6	5	4	4	9	9	13	10	8	20	5	10	9	3	3	1	3	2	6	8	0
"568917"	12	3	7	11	4	2	5	2	2	4	2	3	3	1	1	0	1	4	6	2	0	2	0	1	4	1	2	6	3	8	3	0	4	7	2	5	0	0	8	6	1	6	5	1	1
"358332"	11	3	14	6	7	0	1	2	2	6	6	5	11	7	8	2	5	1	8	1	9	4	4	3	7	2	3	0	6	7	7	4	6	11	7	3	2	0	4	2	0	1	0	3	2
"4444622"	6	3	6	1	6	2	1	0	1	0	0	2	2	1	5	3	1	4	8	6	2	0	0	1	2	2	1	0	6	3	2	2	3	5	1	4	0	0	0	0	0	4	0	1	0
