#OTU_id	Kingdom	Phylum	Class	Order	Family	Genus	Species
LN563853.1.1388	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Pla3 lineage	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
EU202763.1.1461	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Myxococcales	 D_4__bacteriap25	 Ambiguous_taxa	 Ambiguous_taxa
KF101431.1.1300	D_0__Bacteria	 D_1__Chloroflexi	 D_2__Anaerolineae	 D_3__RBG-13-54-9	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FJ004760.1.1333	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__A0839	 D_5__uncultured bacterium	 D_6__uncultured bacterium
JQ977381.1.1443	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 Ambiguous_taxa	 Ambiguous_taxa
FPLS01004838.11.1479	D_0__Bacteria	 D_1__Chloroflexi	 D_2__Dehalococcoidia	 D_3__S085	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa
EU134842.1.1359	D_0__Bacteria	 D_1__Gemmatimonadetes	 D_2__Gemmatimonadetes	 D_3__Gemmatimonadales	 D_4__Gemmatimonadaceae	 D_5__uncultured	 D_6__uncultured bacterium
FPLS01007324.17.1491	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Acetobacterales	 D_4__Acetobacteraceae	 Ambiguous_taxa	 Ambiguous_taxa
DQ125603.1.1418	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Xanthobacteraceae	 D_5__uncultured	 D_6__uncultured bacterium
EU809365.1.1333	D_0__Bacteria	 D_1__Cyanobacteria	 D_2__Melainabacteria	 D_3__Vampirovibrionales	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FR669215.1.1437	D_0__Bacteria	 D_1__Firmicutes	 D_2__Clostridia	 D_3__Clostridiales	 D_4__Clostridiaceae 1	 D_5__Fonticella	 D_6__uncultured bacterium
JN038213.1.1524	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa
KM200381.1.1511	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Xanthomonadales	 D_4__Rhodanobacteraceae	 Ambiguous_taxa	 Ambiguous_taxa
KJ191772.1.1463	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Solibacterales	 D_4__Solibacteraceae (Subgroup 3)	 D_5__Candidatus Solibacter	 D_6__uncultured Acidobacteria bacterium
KF712708.1.1524	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Blastocatellia (Subgroup 4)	 D_3__Pyrinomonadales	 D_4__Pyrinomonadaceae	 D_5__RB41	 D_6__uncultured bacterium
EU132651.1.1289	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Corynebacteriales	 D_4__Mycobacteriaceae	 D_5__Mycobacterium	 D_6__uncultured bacterium
HM268978.1.1338	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Gemmatales	 D_4__Gemmataceae	 D_5__Gemmata	 D_6__uncultured bacterium
LWBP01000037.21.1559	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__Niastella	 Ambiguous_taxa
EU132105.1.1351	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Blastocatellia (Subgroup 4)	 D_3__Pyrinomonadales	 D_4__Pyrinomonadaceae	 D_5__RB41	 D_6__uncultured bacterium
JQ978588.1.1503	D_0__Bacteria	 D_1__Nitrospirae	 D_2__Nitrospira	 D_3__Nitrospirales	 D_4__Nitrospiraceae	 D_5__Nitrospira	 D_6__uncultured bacterium
HQ640601.1.1360	D_0__Bacteria	 D_1__Chloroflexi	 D_2__JG30-KF-CM66	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
KY029048.1.1320	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Massilia	 D_6__Rugamonas rubra
EU861840.1.1445	D_0__Bacteria	 D_1__Chloroflexi	 D_2__Chloroflexia	 D_3__Kallotenuales	 D_4__AKIW781	 D_5__uncultured soil bacterium	 D_6__uncultured soil bacterium
AY963477.1.1447	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Acidobacteriales	 D_4__Koribacteraceae	 D_5__Candidatus Koribacter	 D_6__uncultured bacterium
JX133261.1.1509	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Thermoleophilia	 D_3__Solirubrobacterales	 D_4__Solirubrobacteraceae	 D_5__Conexibacter	 D_6__uncultured bacterium
JQ398861.1.1509	D_0__Bacteria	 D_1__Firmicutes	 D_2__Bacilli	 D_3__Bacillales	 D_4__Paenibacillaceae	 D_5__Paenibacillus	 Ambiguous_taxa
HQ119633.1.1489	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Bdellovibrionales	 D_4__Bdellovibrionaceae	 D_5__Bdellovibrio	 D_6__uncultured bacterium
DQ297966.1.1491	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Blastocatellia (Subgroup 4)	 D_3__Pyrinomonadales	 D_4__Pyrinomonadaceae	 D_5__RB41	 D_6__uncultured soil bacterium
DQ345476.1.1519	D_0__Bacteria	 D_1__Firmicutes	 D_2__Bacilli	 D_3__Bacillales	 D_4__Bacillaceae	 D_5__Bacillus	 D_6__uncultured compost bacterium
EU335166.1.1521	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Myxococcales	 D_4__Archangiaceae	 D_5__Anaeromyxobacter	 D_6__uncultured bacterium
EU861827.1.1488	D_0__Bacteria	 D_1__Gemmatimonadetes	 D_2__Gemmatimonadetes	 D_3__Gemmatimonadales	 D_4__Gemmatimonadaceae	 D_5__Gemmatimonas	 Ambiguous_taxa
EU133926.1.1334	D_0__Bacteria	 D_1__Chloroflexi	 D_2__P2-11E	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FPLS01021268.15.1377	D_0__Bacteria	 D_1__Chlamydiae	 D_2__Chlamydiae	 D_3__Chlamydiales	 D_4__Parachlamydiaceae	 D_5__uncultured	 D_6__metagenome
FPLS01040280.16.1535	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Planctomycetales	 D_4__Schlesneriaceae	 D_5__Schlesneria	 Ambiguous_taxa
KF512517.1.1492	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__Terrimonas	 D_6__uncultured bacterium
EU881227.1.1496	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Gemmatales	 D_4__Gemmataceae	 D_5__uncultured	 D_6__uncultured bacterium
KY176936.1.1456	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__uncultured	 Ambiguous_taxa
AB128876.1.1513	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Holophagae	 D_3__Subgroup 7	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
JQ311834.1.1457	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Myxococcales	 D_4__Amb-16S-1034	 D_5__uncultured bacterium	 D_6__uncultured bacterium
LN571122.1.1324	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Phycisphaerae	 D_3__Tepidisphaerales	 D_4__WD2101 soil group	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FQ660052.1.1360	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Diplorickettsiales	 D_4__Diplorickettsiaceae	 D_5__Aquicella	 D_6__uncultured soil bacterium
JX489872.1.1454	D_0__Bacteria	 D_1__Chloroflexi	 D_2__Anaerolineae	 D_3__SBR1031	 D_4__A4b	 Ambiguous_taxa	 Ambiguous_taxa
HM186313.1.1308	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Isosphaerales	 D_4__Isosphaeraceae	 D_5__Singulisphaera	 D_6__uncultured bacterium
EF018351.1.1348	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Solibacterales	 D_4__Solibacteraceae (Subgroup 3)	 D_5__Candidatus Solibacter	 D_6__uncultured bacterium
FPLS01056817.19.1556	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Myxococcales	 D_4__Polyangiaceae	 D_5__Sorangium	 Ambiguous_taxa
FJ625340.1.1563	D_0__Bacteria	 D_1__Verrucomicrobia	 D_2__Verrucomicrobiae	 D_3__Pedosphaerales	 D_4__Pedosphaeraceae	 Ambiguous_taxa	 Ambiguous_taxa
GU249609.1.1548	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Myxococcales	 D_4__Polyangiaceae	 D_5__Aetherobacter	 Ambiguous_taxa
HQ597155.1.1508	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 6	 D_3__uncultured Acidobacteria bacterium	 D_4__uncultured Acidobacteria bacterium	 D_5__uncultured Acidobacteria bacterium	 D_6__uncultured Acidobacteria bacterium
EU331378.1.1464	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Holophagae	 D_3__Holophagales	 D_4__Holophagaceae	 D_5__uncultured	 D_6__uncultured bacterium
JX025750.1.1443	D_0__Bacteria	 D_1__Gemmatimonadetes	 D_2__Gemmatimonadetes	 D_3__Gemmatimonadales	 D_4__Gemmatimonadaceae	 D_5__uncultured	 D_6__uncultured Gemmatimonas sp.
FN667410.1.1464	D_0__Bacteria	 D_1__Firmicutes	 D_2__Clostridia	 D_3__Clostridiales	 D_4__Lachnospiraceae	 D_5__uncultured	 D_6__uncultured compost bacterium
FR853451.1.1447	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Caulobacterales	 D_4__Caulobacteraceae	 D_5__Phenylobacterium	 D_6__uncultured bacterium
FPLS01021570.1.1304	D_0__Bacteria	 D_1__Verrucomicrobia	 D_2__Verrucomicrobiae	 D_3__Chthoniobacterales	 D_4__Chthoniobacteraceae	 D_5__Chthoniobacter	 D_6__metagenome
EU133584.1.1301	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Xanthobacteraceae	 D_5__uncultured	 D_6__uncultured bacterium
JX221903.1.1461	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Holosporales	 D_4__Holosporaceae	 D_5__uncultured	 D_6__uncultured bacterium
KJ734018.1.1357	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Rhizobiaceae	 D_5__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	 D_6__Rhizobium sp. KT56
KX119420.1.1532	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Streptomycetales	 D_4__Streptomycetaceae	 D_5__Streptomyces	 Ambiguous_taxa
KF037315.1.1498	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__Flavisolibacter	 D_6__uncultured bacterium
FJ625346.1.1530	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Gemmatales	 D_4__Gemmataceae	 D_5__uncultured	 Ambiguous_taxa
JF922429.1.1493	D_0__Bacteria	 D_1__Patescibacteria	 D_2__Saccharimonadia	 D_3__Saccharimonadales	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FJ529703.1.1452	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Pseudonocardiales	 D_4__Pseudonocardiaceae	 D_5__Amycolatopsis	 Ambiguous_taxa
GQ264163.1.1479	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Steroidobacterales	 D_4__Steroidobacteraceae	 D_5__Steroidobacter	 Ambiguous_taxa
Z95727.1.1546	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 6	 D_3__uncultured Acidobacteria bacterium	 D_4__uncultured Acidobacteria bacterium	 D_5__uncultured Acidobacteria bacterium	 D_6__uncultured Acidobacteria bacterium
JF429348.1.1492	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Nitrosomonadaceae	 D_5__MND1	 Ambiguous_taxa
DQ535023.1.1448	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Caulobacterales	 D_4__Caulobacteraceae	 D_5__Caulobacter	 Ambiguous_taxa
GU389579.1.1265	D_0__Bacteria	 D_1__Firmicutes	 D_2__Clostridia	 D_3__Clostridiales	 D_4__Family XI	 D_5__Tissierella	 D_6__uncultured bacterium
HQ397513.1.1505	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Rubrobacteria	 D_3__Rubrobacterales	 D_4__Rubrobacteriaceae	 D_5__Rubrobacter	 D_6__uncultured bacterium
JQ798399.1.1473	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Isosphaerales	 D_4__Isosphaeraceae	 D_5__Singulisphaera	 D_6__uncultured bacterium
EU881228.1.1493	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Gemmatales	 D_4__Gemmataceae	 D_5__uncultured	 D_6__uncultured bacterium
HQ729807.1.1453	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Acidobacteriia	 D_3__Solibacterales	 D_4__Solibacteraceae (Subgroup 3)	 D_5__Candidatus Solibacter	 Ambiguous_taxa
JQ738786.1.1504	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Nitrosomonadaceae	 D_5__MND1	 Ambiguous_taxa
HQ661289.1.1478	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Oligoflexales	 D_4__0319-6G20	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FPLS01058789.18.1495	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__SC-I-84	 D_5__metagenome	 D_6__metagenome
LN774187.1.1401	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Micrococcales	 D_4__Intrasporangiaceae	 D_5__Terrabacter	 D_6__Terrabacter terrigena
HQ154777.1.1431	D_0__Bacteria	 D_1__Firmicutes	 D_2__Clostridia	 D_3__Clostridiales	 D_4__Lachnospiraceae	 D_5__Anaerosporobacter	 D_6__uncultured prokaryote
KP722591.1.1400	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Micrococcales	 D_4__Microbacteriaceae	 D_5__Microbacterium	 D_6__Microbacterium rhizosphaerae
FJ625352.1.1523	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__uncultured	 Ambiguous_taxa
EU135266.1.1387	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Gemmatales	 D_4__Gemmataceae	 D_5__uncultured	 D_6__uncultured bacterium
HM438024.1.1479	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Acidimicrobiia	 D_3__Microtrichales	 D_4__uncultured	 D_5__uncultured Acidimicrobiales bacterium	 D_6__uncultured Acidimicrobiales bacterium
GQ389052.1.1501	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Gallionellaceae	 D_5__Sideroxydans	 D_6__uncultured bacterium
JQ825022.1.1490	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 D_5__Comamonas	 Ambiguous_taxa
FPLS01057744.9.1545	D_0__Bacteria	 D_1__Verrucomicrobia	 D_2__Verrucomicrobiae	 D_3__Opitutales	 D_4__Opitutaceae	 D_5__Opitutus	 D_6__metagenome
GU479036.1.1509	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Xanthomonadales	 D_4__Xanthomonadaceae	 D_5__Lysobacter	 Ambiguous_taxa
HM031593.1.1478	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Sphingomonadales	 D_4__Sphingomonadaceae	 D_5__Novosphingobium	 Ambiguous_taxa
HQ119518.1.1506	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Gemmatales	 D_4__Gemmataceae	 D_5__uncultured	 D_6__uncultured bacterium
EU135200.1.1391	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Phycisphaerae	 D_3__S-70	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
HQ010186.1.1251	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Sphingomonadales	 D_4__Sphingomonadaceae	 D_5__Novosphingobium	 D_6__uncultured Bacteroidetes bacterium
AY922002.1.1350	D_0__Bacteria	 D_1__Chloroflexi	 D_2__TK10	 D_3__uncultured Chloroflexi bacterium	 D_4__uncultured Chloroflexi bacterium	 D_5__uncultured Chloroflexi bacterium	 D_6__uncultured Chloroflexi bacterium
FPLL01003335.16.1548	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Myxococcales	 D_4__Haliangiaceae	 D_5__Haliangium	 Ambiguous_taxa
GQ133391.1.1406	D_0__Bacteria	 D_1__Firmicutes	 D_2__Clostridia	 D_3__Clostridiales	 D_4__Family XI	 D_5__Tissierella	 D_6__uncultured bacterium
CU922074.1.1364	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Rhizobiales	 D_4__Hyphomicrobiaceae	 D_5__Hyphomicrobium	 D_6__uncultured bacterium
LN563580.1.1362	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Myxococcales	 D_4__Sandaracinaceae	 D_5__uncultured	 D_6__uncultured bacterium
KJ191852.1.1516	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Subgroup 6	 D_3__uncultured Acidobacteria bacterium	 D_4__uncultured Acidobacteria bacterium	 D_5__uncultured Acidobacteria bacterium	 D_6__uncultured Acidobacteria bacterium
FPLS01016038.20.1526	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Acidimicrobiia	 D_3__Microtrichales	 Ambiguous_taxa	 Ambiguous_taxa	 Ambiguous_taxa
JQ639055.1.1468	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Micrococcales	 D_4__Microbacteriaceae	 D_5__Homoserinibacter	 Ambiguous_taxa
JX133654.1.1477	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Elsterales	 D_4__uncultured	 D_5__uncultured bacterium	 D_6__uncultured bacterium
EF019820.1.1334	D_0__Bacteria	 D_1__Chloroflexi	 D_2__Dehalococcoidia	 D_3__S085	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
HQ114211.1.1511	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Blastocatellia (Subgroup 4)	 D_3__Blastocatellales	 D_4__Blastocatellaceae	 D_5__uncultured	 Ambiguous_taxa
EU335360.1.1504	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Diplorickettsiales	 D_4__Diplorickettsiaceae	 D_5__Aquicella	 D_6__uncultured bacterium
EF018615.1.1367	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__uncultured	 D_6__uncultured bacterium
EF648038.1.1469	D_0__Bacteria	 D_1__WPS-2	 D_2__uncultured bacterium	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
AB245388.1.1492	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Streptomycetales	 D_4__Streptomycetaceae	 D_5__Streptomyces	 Ambiguous_taxa
JN367230.1.1462	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Deltaproteobacteria	 D_3__Myxococcales	 D_4__mle1-27	 D_5__uncultured delta proteobacterium	 D_6__uncultured delta proteobacterium
KC011121.1.1344	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Caulobacterales	 D_4__Caulobacteraceae	 D_5__Phenylobacterium	 Ambiguous_taxa
AB920589.1.1291	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Streptomycetales	 D_4__Streptomycetaceae	 D_5__Streptomyces	 Ambiguous_taxa
KY190407.1.1453	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Xanthomonadales	 D_4__Xanthomonadaceae	 D_5__Arenimonas	 D_6__uncultured bacterium
FPLS01014606.10.1471	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Micropepsales	 D_4__Micropepsaceae	 D_5__Micropepsis	 Ambiguous_taxa
KY122009.1.1581	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Sphingomonadales	 D_4__Sphingomonadaceae	 D_5__Rhizorhapis	 Ambiguous_taxa
FPLS01054649.15.1469	D_0__Bacteria	 D_1__Chloroflexi	 D_2__JG30-KF-CM66	 D_3__metagenome	 D_4__metagenome	 D_5__metagenome	 D_6__metagenome
JF139777.1.1338	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Acidimicrobiia	 D_3__IMCC26256	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FN396955.1.1437	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Propionibacteriales	 D_4__Nocardioidaceae	 D_5__Nocardioides	 D_6__uncultured bacterium
EF516219.1.1416	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Azospirillales	 D_4__Azospirillaceae	 D_5__Skermanella	 D_6__uncultured bacterium
KM251077.1.1436	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Acidimicrobiia	 D_3__IMCC26256	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
HQ119291.1.1498	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__uncultured	 D_6__uncultured bacterium
KR088385.1.1564	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Actinobacteria	 D_3__Corynebacteriales	 D_4__Nocardiaceae	 D_5__Rhodococcus	 D_6__Rhodococcus fascians
FPLL01007791.9.1515	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Pseudomonadales	 D_4__Moraxellaceae	 D_5__uncultured	 D_6__metagenome
KY992640.1.1461	D_0__Bacteria	 D_1__WPS-2	 D_2__uncultured bacterium	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FPLS01048523.12.1517	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Chitinophagales	 D_4__Chitinophagaceae	 D_5__Chitinophaga	 Ambiguous_taxa
JF776925.1.1478	D_0__Bacteria	 D_1__Planctomycetes	 D_2__OM190	 D_3__uncultured planctomycete	 D_4__uncultured planctomycete	 D_5__uncultured planctomycete	 D_6__uncultured planctomycete
JF833902.1.1528	D_0__Bacteria	 D_1__Verrucomicrobia	 D_2__Verrucomicrobiae	 D_3__Chthoniobacterales	 D_4__Chthoniobacteraceae	 D_5__Candidatus Udaeobacter	 Ambiguous_taxa
EF604627.1.1498	D_0__Bacteria	 D_1__Firmicutes	 D_2__Clostridia	 D_3__Clostridiales	 D_4__Lachnospiraceae	 D_5__Lachnospiraceae NK4A136 group	 D_6__uncultured bacterium
KX509028.1.1494	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Burkholderiaceae	 Ambiguous_taxa	 Ambiguous_taxa
FR749785.1.1508	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Xanthomonadales	 D_4__Rhodanobacteraceae	 D_5__Rhodanobacter	 Ambiguous_taxa
KM251034.1.1450	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Isosphaerales	 D_4__Isosphaeraceae	 D_5__uncultured	 D_6__uncultured bacterium
KF712575.1.1502	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Betaproteobacteriales	 D_4__Nitrosomonadaceae	 D_5__MND1	 D_6__uncultured bacterium
KC172358.1.1503	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Gammaproteobacteria	 D_3__Diplorickettsiales	 D_4__Diplorickettsiaceae	 D_5__uncultured	 D_6__uncultured gamma proteobacterium
KJ907768.1.1537	D_0__Bacteria	 D_1__Actinobacteria	 D_2__Thermoleophilia	 D_3__Solirubrobacterales	 D_4__Solirubrobacteraceae	 D_5__Conexibacter	 Ambiguous_taxa
EU939415.1.1523	D_0__Bacteria	 D_1__Firmicutes	 D_2__Bacilli	 D_3__Bacillales	 D_4__Planococcaceae	 D_5__Planococcus	 D_6__uncultured bacterium
KJ810594.1.1414	D_0__Bacteria	 D_1__Bacteroidetes	 D_2__Bacteroidia	 D_3__Sphingobacteriales	 D_4__Sphingobacteriaceae	 D_5__Pedobacter	 Ambiguous_taxa
KX035314.1.1339	D_0__Bacteria	 D_1__Proteobacteria	 D_2__Alphaproteobacteria	 D_3__Micropepsales	 D_4__Micropepsaceae	 D_5__uncultured	 D_6__uncultured Hyphomicrobiaceae bacterium
EU192969.1.1510	D_0__Bacteria	 D_1__Acidobacteria	 D_2__Holophagae	 D_3__Subgroup 7	 D_4__uncultured Acidobacteriales bacterium	 D_5__uncultured Acidobacteriales bacterium	 D_6__uncultured Acidobacteriales bacterium
AEDD01000004.378771.380311	D_0__Bacteria	 D_1__Firmicutes	 D_2__Bacilli	 D_3__Bacillales	 D_4__Paenibacillaceae	 D_5__Paenibacillus	 Ambiguous_taxa
EU132738.1.1316	D_0__Bacteria	 D_1__Actinobacteria	 D_2__MB-A2-108	 D_3__uncultured bacterium	 D_4__uncultured bacterium	 D_5__uncultured bacterium	 D_6__uncultured bacterium
FR749825.1.1512	D_0__Bacteria	 D_1__Planctomycetes	 D_2__Planctomycetacia	 D_3__Gemmatales	 D_4__Gemmataceae	 D_5__uncultured	 D_6__uncultured planctomycete
